"REF_DATE","GEO","DGUID","Prices","Sector","Flows and stocks","Assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","397027","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","398387","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","399252","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","400119","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","401240","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","400291","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","395268","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","393536","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","394474","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","393265","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","394326","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","394500","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","395876","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","396074","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","397860","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","398943","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","398142","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","397763","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","398905","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","399009","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","399241","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","241340","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","240538","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","239703","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","239010","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","238044","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","237240","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","236271","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","235189","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","234936","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","234945","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","235311","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","235581","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","235965","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","237024","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","237967","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","239642","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","240193","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","241020","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","242242","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","243085","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","242811","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","242091","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","242333","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","242844","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","243824","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","245099","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","246431","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","247792","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","249536","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","251503","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v103844283","1.2.1.3.6","253591","","","","0"
